Sat Mar 14 13:09:05 2015
timestamp,number_of_requests,total_time_test,req_per_sec_v2,speed,traffic_total,traffic_header,traffic_data,min_request,max_request,mean_request,sd_request,sd_percent_request,succeeded_requests,succeeded_failed
1426338605,95,172.9020,549.10,1.28,233035,12445,216030,9.3900,74.4670,28.6710,15.0780,69.58,95,0
1426338607,97,178.1620,544.30,1.27,237941,12707,220578,9.5590,88.7520,29.6740,16.2550,71.96,97,0
1426338609,99,183.2110,540.00,1.26,242847,12969,225126,10.5270,88.4800,29.1770,16.1140,75.46,99,0
1426338611,101,177.9800,567.20,1.33,247753,13231,229674,8.5750,73.1000,28.4610,14.3000,69.11,101,0
1426338613,103,180.6930,570.00,1.33,252659,13493,234222,9.2290,84.5880,29.6760,16.4450,73.20,103,0
1426338615,105,184.8300,567.50,1.33,257565,13755,238770,9.9200,84.1480,31.2660,16.5240,67.71,105,0
1426338618,107,274.1990,521.70,25.66,262471,14017,243318,8.6160,97.8180,29.7550,17.0200,74.49,107,0
1426338621,109,273.5760,525.10,26.93,267377,14279,247866,9.5036,97.6910,30.9110,17.1870,72.66,109,0
1426338624,111,318.6480,490.30,72.92,272283,14541,252414,8.9710,131.0170,29.2360,20.4160,79.37,111,0
1426338626,113,197.1220,572.80,1.34,277189,14803,256962,9.6200,96.6640,32.7800,17.5610,75.75,113,0
1426338628,115,204.0590,563.00,1.32,282095,15065,261510,10.5820,101.9450,34.2700,18.2990,73.22,115,0
1426338631,117,209.7400,557.90,1.31,287001,15327,266058,11.7890,96.7120,34.5220,17.8420,70.43,117,0
1426338633,119,217.0090,548.20,1.28,291907,15589,270606,12.4520,94.9590,35.6890,19.0900,72.52,119,0
1426338635,121,220.8280,547.80,1.28,296813,15851,275154,10.4630,93.2580,36.4170,18.4050,70.16,121,0
1426338638,123,220.8650,557.10,1.30,301719,16113,279702,11.7600,95.1240,35.7470,18.7980,69.51,123,0
1426338640,125,229.7950,543.80,1.27,306625,16375,284250,13.2020,111.3290,37.9160,19.2280,73.12,125,0
1426338642,127,227.6710,557.30,1.31,311531,16637,288798,12.1490,120.5900,37.9950,20.4150,72.99,127,0
1426338645,129,228.5200,564.90,1.32,316437,16899,293346,12.4400,121.8780,36.5980,20.7020,77.83,129,0
1426338647,131,238.2200,549.60,1.29,321343,17161,297894,12.2950,96.0030,38.8560,19.6320,70.77,131,0
1426338650,133,237.2270,560.60,1.31,326249,17423,302442,12.5920,113.1930,38.2300,19.6290,72.03,133,0
1426338653,135,272.2140,533.60,56.91,331155,17685,306990,12.3890,134.8840,39.0490,21.2220,76.15,135,0
1426338657,137,405.2810,479.00,63.14,336061,17947,311538,9.8500,94.2520,35.8900,17.4390,70.65,137,0
1426338660,139,244.9890,567.00,1.33,340967,18209,316086,10.7630,122.7990,40.8480,21.3220,72.95,139,0
1426338665,141,565.8320,472.20,45.88,345873,18471,320634,6.3385,114.0050,37.0780,21.2270,78.09,141,0
1426338669,143,386.7290,483.00,76.27,350779,18733,325182,9.6993,173.3180,41.8050,28.7170,73.01,143,0
1426338672,145,263.2570,550.20,1.29,355685,18995,329730,8.4537,125.0320,42.3470,23.0620,76.14,145,0
1426338675,147,289.1610,517.80,82.93,360591,19257,334278,10.3299,160.5760,45.0950,26.0780,75.92,147,0
1426338678,149,269.8280,551.70,1.29,365497,19519,338826,3.7786,124.9300,42.8960,24.4270,74.83,149,0
1426338681,151,276.4310,546.00,1.28,370403,19781,343374,3.1867,141.3740,42.7490,25.1700,74.64,151,0
1426338684,153,278.3030,549.40,1.29,375309,20043,347922,9.3610,132.4830,44.1420,24.8150,73.14,153,0
1426338687,155,285.0230,543.80,1.27,380215,20305,352470,3.0035,155.2200,45.1000,27.7680,77.68,155,0
1426338690,157,288.2000,544.40,1.28,385121,20567,357018,2.7333,165.5650,44.2710,26.5560,77.45,157,0
1426338695,159,537.3730,438.20,101.36,390027,20829,361566,3.9345,111.3710,35.4880,20.8650,72.39,159,0
1426338699,161,363.6440,530.90,35.96,394933,21091,366114,4.5972,124.6450,40.0830,24.4200,74.59,161,0
1426338704,163,470.7870,484.40,65.31,399839,21353,370662,1.5452,232.8290,41.3100,32.9800,80.31,163,0
1426338710,165,541.3350,444.90,105.88,404745,21615,375210,3.3776,134.9050,36.4350,22.5830,75.09,165,0
1426338713,167,303.8850,550.20,1.29,409651,21877,379758,1.7343,181.4900,45.3930,28.9100,76.89,167,0
1426338716,169,308.5760,547.70,1.28,414557,22139,384306,3.4735,157.7000,45.9060,27.9340,74.73,169,0
1426338719,171,315.9090,541.00,1.27,419463,22401,388854,3.4150,176.4680,46.1200,27.3300,78.71,171,0
1426338723,173,320.6490,539.30,1.26,424369,22663,393402,2.1884,168.4990,44.7920,27.6870,76.59,173,0
1426338726,175,321.9910,543.00,1.27,429275,22925,397950,2.0960,184.5720,43.8380,28.3110,77.14,175,0
1426338729,177,324.9140,544.50,1.27,434181,23187,402498,2.6520,151.0520,43.9990,26.9770,75.48,177,0
1426338735,179,578.3690,437.80,109.75,439087,23449,407046,3.4047,153.5920,37.7890,24.8940,75.03,179,0
1426338742,181,660.8290,365.20,321.40,443993,23711,411594,4.0580,209.7650,40.4380,32.8530,79.45,181,0
1426338749,183,659.9540,402.60,152.00,448899,23973,416142,4.2590,142.6780,36.9880,24.2150,76.34,183,0
1426338753,185,416.2950,507.50,41.17,453805,24235,420690,3.7000,175.5940,41.7720,27.5120,76.32,185,0
1426338757,187,349.8610,536.00,1.25,458711,24497,425238,3.4360,204.6350,46.6550,34.2730,78.77,187,0
1426338760,189,341.5780,553.40,1.30,463617,24759,429786,4.2030,224.7740,46.9230,31.8790,78.63,189,0
1426338764,191,387.5460,517.50,63.80,468523,25021,434334,5.0770,219.5650,50.3820,32.1970,77.38,191,0
1426338768,193,387.6180,522.10,65.19,473429,25283,438882,3.2940,241.7560,49.9140,32.9370,80.31,193,0
1426338775,195,635.4820,412.80,183.86,478335,25545,443430,15.7530,298.0840,54.5520,45.0610,81.28,195,0
1426338781,197,644.0030,411.50,174.59,483241,25807,447978,12.8126,310.0550,59.6460,51.9850,79.85,197,0
1426338791,199,903.4410,363.80,182.12,488147,26069,452526,9.4098,173.8840,45.2410,27.0770,71.26,199,0
1426338795,201,379.3100,531.00,1.24,493053,26331,457074,21.8470,194.7480,62.7960,33.6120,75.07,201,0
1426338799,203,390.3530,526.80,89.75,497959,26593,461622,20.9620,210.1780,62.7920,33.2390,74.04,203,0
1426338803,205,379.8980,539.60,1.26,502865,26855,466170,23.9930,205.2630,63.5760,35.1470,76.98,205,0
1426338807,207,382.4340,540.80,1.27,507771,27117,470718,22.3660,206.1760,63.5140,33.8710,75.22,207,0
1426338811,209,457.3070,512.40,44.66,512677,27379,475266,20.9860,190.5020,60.5100,32.8620,73.35,209,0
1426338817,211,538.5850,467.40,177.94,517583,27641,479814,18.3560,260.3300,60.5310,37.7640,74.74,211,0
1426338823,213,635.9510,446.70,124.89,522489,27903,484362,15.5870,188.9380,53.7730,30.5510,75.96,213,0
1426338830,215,690.3810,444.40,113.88,527395,28165,488910,18.2600,312.2210,64.7000,59.5660,77.16,215,0
1426338835,217,401.3150,540.40,1.27,532301,28427,493458,24.0660,230.1860,68.2340,38.2910,77.23,217,0
1426338839,219,402.3250,544.00,1.27,537207,28689,498006,21.9850,231.5810,68.5650,39.6850,75.25,219,0
1426338843,221,412.3440,535.60,1.25,542113,28951,502554,25.3200,212.6830,70.8570,39.6730,74.79,221,0
1426338847,223,407.0970,547.70,1.28,547019,29213,507102,23.2040,228.3130,68.4630,39.3430,79.28,223,0
1426338852,225,461.7800,519.20,58.63,551925,29475,511650,23.9540,266.9620,69.4730,41.0910,78.80,225,0
1426338857,227,475.8180,523.00,50.54,556831,29737,516198,21.4060,212.0400,65.1420,37.9740,76.43,227,0
1426338862,229,484.2130,529.20,46.65,561737,29999,520746,22.3920,217.3860,64.7060,36.0810,76.68,229,0
1426338867,231,549.8170,497.20,98.94,566643,30261,525294,19.3871,216.0400,62.2020,38.0230,76.93,231,0
1426338872,233,418.3520,556.60,1.30,571549,30523,529842,25.1380,247.9380,71.1520,41.0700,78.07,233,0
1426338876,235,437.3250,538.60,1.26,576455,30785,534390,27.1550,249.5900,73.6730,42.9500,74.72,235,0
1426338881,237,424.8380,558.40,1.31,581361,31047,538938,23.1600,221.9680,69.2650,37.4040,74.22,237,0
1426338886,239,482.9080,518.70,64.84,586267,31309,543486,25.1780,302.5740,73.7770,44.8740,78.24,239,0
1426338891,241,478.2770,525.10,68.66,591173,31571,548034,22.6360,275.4280,74.0420,44.0060,79.13,241,0
1426338896,243,569.9730,520.50,33.24,596079,31833,552582,23.1790,394.8110,83.0720,72.7960,77.24,243,0
1426338902,245,521.5990,526.40,46.03,600985,32095,557130,22.1060,248.4830,70.5850,40.9390,73.80,245,0
1426338907,247,505.0670,532.00,53.66,605891,32357,561678,23.2310,240.3210,70.4400,40.4050,78.77,247,0
1426338912,249,452.0010,551.70,1.29,610797,32619,566226,26.0960,258.6940,77.1290,45.1740,76.15,249,0
1426338917,251,537.1900,509.00,50.90,615703,32881,570774,28.6940,309.3720,78.6760,47.4460,77.33,251,0
1426338922,253,468.5120,539.90,1.26,620609,33143,575322,27.3420,265.7340,80.2050,47.6810,77.71,253,0
1426338927,255,471.2370,541.10,1.27,625515,33405,579870,28.5940,264.3730,79.5030,44.7820,75.17,255,0
1426338932,257,516.5650,521.00,65.69,630421,33667,584418,26.8480,314.8920,82.5390,52.5590,80.23,257,0
1426338940,259,740.1210,485.10,79.59,635327,33929,588966,20.4130,236.2890,70.9430,43.5910,75.83,259,0
1426338945,261,547.0670,512.00,142.90,640233,34191,593514,24.4260,348.7960,78.0800,53.9500,81.61,261,0
1426338951,263,541.7650,521.80,56.08,645139,34453,598062,27.1750,272.8090,76.7710,45.0480,81.29,263,0
1426338956,265,513.1040,525.30,85.72,650045,34715,602610,26.1363,307.6830,82.7900,48.4640,78.49,265,0
1426338961,267,492.1630,542.20,1.27,654951,34977,607158,33.8810,264.5210,84.1070,48.4710,75.73,267,0
1426338966,269,487.2500,552.50,1.29,659857,35239,611706,28.2020,279.7400,81.5330,46.7070,77.77,269,0
1426338972,271,550.7500,523.30,60.27,664763,35501,616254,26.4070,275.6330,80.6190,46.8810,74.46,271,0
1426338981,273,839.5840,396.20,276.90,669669,35763,620802,13.7284,229.8630,66.2460,39.0830,73.30,273,0
1426338988,275,704.2070,455.20,269.68,674575,36025,625350,23.0910,331.9790,75.2470,46.9890,77.96,275,0
1426338993,277,549.8490,529.60,65.69,679481,36287,629898,22.6140,281.6650,82.3080,47.5280,78.63,277,0
1426338999,279,509.0490,547.90,1.28,684387,36549,634446,25.5792,282.8430,85.5470,48.7290,75.95,279,0
1426339004,281,520.2370,539.60,1.26,689293,36811,638994,17.1667,278.3610,87.5450,48.4520,74.73,281,0
1426339009,283,516.7200,547.30,1.28,694199,37073,643542,20.1843,299.0130,85.9770,47.9100,78.34,283,0
1426339016,285,702.5060,465.70,180.54,699105,37335,648090,16.4353,281.9280,76.4560,42.6070,72.88,285,0
1426339025,287,796.2830,440.30,222.60,704011,37597,652638,10.2352,237.3660,63.5420,38.8960,78.08,287,0
1426339032,289,766.0840,452.80,156.68,708917,37859,657186,8.5709,345.4240,76.8370,47.3670,78.51,289,0
